"var_idx","mp_freq","cd_freq","cl_freq"
1,0.9,0.82,0.88
2,1,0.88,0.88
3,0.94,0.86,0.9
4,0.9,0.86,0.84
5,0.92,0.82,0.86
6,0.96,0.86,0.84
7,0.98,0.88,0.9
8,0.5,0.36,0.34
9,0.48,0.4,0.4
10,0.54,0.42,0.42
11,0.2,0.34,0.4
12,0.28,0.32,0.4
13,0.3,0.38,0.36
14,0.32,0.34,0.48
15,0.22,0.34,0.38
16,0.28,0.38,0.28
17,0.3,0.42,0.46
18,0.2,0.22,0.32
19,0.26,0.44,0.34
20,0.26,0.28,0.3
