"var_idx","mp_freq","cd_freq","cl_freq","job_id"
43,0.12,0.14,0.06,32
44,0.14,0.16,0.28,32
45,0.14,0.26,0.22,32
46,0.1,0.2,0.2,32
47,0.16,0.22,0.3,32
48,0.08,0.16,0.18,32
49,0.08,0.14,0.16,32
50,0.18,0.14,0.38,32
1,0.68,0.62,0.58,33
2,0.7,0.62,0.64,33
3,0.6,0.54,0.54,33
4,0.72,0.64,0.72,33
5,0.6,0.56,0.58,33
6,0.52,0.48,0.56,33
7,0.7,0.64,0.7,33
8,0.14,0.06,0.1,33
9,0.16,0.12,0.14,33
10,0.14,0.1,0.12,33
11,0.04,0.08,0.02,33
12,0.1,0.12,0.12,33
13,0.08,0.1,0.08,33
14,0.06,0.08,0.1,33
15,0.06,0.1,0.04,33
16,0.12,0.1,0.14,33
17,0.12,0.08,0.14,33
18,0.12,0.1,0.06,33
19,0.16,0.16,0.08,33
20,0.08,0.06,0.08,33
21,0.18,0.1,0.14,33
22,0.1,0.08,0.1,33
23,0.2,0.1,0.16,33
24,0.04,0.06,0.04,33
25,0.06,0.1,0.08,33
26,0.06,0.04,0.08,33
27,0.14,0.08,0.1,33
28,0.1,0.08,0.1,33
29,0.1,0.1,0.14,33
30,0.14,0.04,0.14,33
31,0.12,0.18,0.06,33
32,0.18,0.18,0.14,33
33,0.08,0.06,0.08,33
34,0.08,0.08,0.04,33
35,0.12,0.08,0.1,33
36,0.08,0.12,0.1,33
37,0.06,0.06,0.08,33
38,0.2,0.12,0.2,33
39,0.14,0.08,0.1,33
40,0.12,0.12,0.06,33
41,0.1,0.06,0.06,33
42,0.12,0.1,0.12,33
43,0.06,0.12,0.04,33
44,0.1,0.1,0.04,33
45,0.1,0.06,0.08,33
46,0.1,0.12,0.04,33
47,0.1,0.08,0.1,33
48,0.06,0.02,0.08,33
49,0.14,0.1,0.14,33
50,0.14,0.08,0.16,33
51,0.08,0.12,0.1,33
52,0.1,0.08,0.04,33
53,0.06,0.1,0.1,33
54,0.2,0.14,0.14,33
55,0.06,0.08,0.1,33
56,0.1,0.12,0.06,33
57,0.1,0.1,0.08,33
58,0.14,0.1,0.16,33
59,0.04,0.06,0.04,33
60,0.08,0.08,0.04,33
61,0.06,0.1,0.06,33
62,0.2,0.18,0.14,33
63,0.08,0.08,0.08,33
64,0.06,0.04,0.08,33
65,0.06,0.04,0.04,33
66,0.1,0.1,0.08,33
67,0.08,0.12,0.04,33
68,0.08,0.04,0.04,33
69,0.1,0.08,0.1,33
70,0.1,0.1,0.02,33
71,0.14,0.12,0.14,33
72,0.06,0.06,0.02,33
73,0.16,0.1,0.14,33
74,0.12,0.12,0.14,33
75,0.18,0.16,0.16,33
76,0.08,0.12,0.08,33
77,0.06,0.06,0.1,33
78,0.16,0.14,0.08,33
79,0.08,0.12,0.08,33
80,0.08,0.08,0.08,33
81,0.04,0.12,0.06,33
82,0.1,0.1,0.14,33
83,0.12,0.14,0.16,33
84,0.12,0.06,0.1,33
85,0.18,0.12,0.14,33
86,0.04,0.04,0.04,33
87,0.08,0.16,0.08,33
88,0.08,0.06,0.1,33
89,0.08,0.12,0.06,33
90,0.08,0.14,0.08,33
91,0.06,0.08,0.08,33
92,0.08,0.08,0.1,33
93,0.04,0.02,0.06,33
94,0.1,0.1,0.08,33
95,0.04,0.06,0.04,33
96,0.06,0.12,0.12,33
97,0.04,0.08,0.04,33
98,0.1,0.12,0.06,33
99,0.04,0.12,0.08,33
100,0.04,0.06,0.04,33
1,0.7,0.62,0.58,34
2,0.7,0.62,0.64,34
3,0.6,0.54,0.56,34
4,0.72,0.66,0.72,34
5,0.6,0.56,0.56,34
6,0.56,0.48,0.56,34
7,0.7,0.64,0.7,34
8,0.16,0.1,0.1,34
9,0.18,0.16,0.12,34
10,0.2,0.1,0.14,34
11,0.02,0.08,0.02,34
12,0.1,0.12,0.12,34
13,0.1,0.1,0.08,34
14,0.06,0.08,0.1,34
15,0.06,0.1,0.04,34
16,0.12,0.1,0.14,34
17,0.12,0.08,0.14,34
18,0.12,0.1,0.06,34
19,0.14,0.16,0.08,34
20,0.08,0.06,0.08,34
21,0.18,0.1,0.14,34
22,0.1,0.08,0.1,34
23,0.2,0.1,0.16,34
24,0.04,0.06,0.04,34
25,0.06,0.1,0.08,34
26,0.06,0.06,0.08,34
27,0.14,0.08,0.1,34
28,0.1,0.08,0.1,34
29,0.08,0.12,0.14,34
30,0.12,0.04,0.14,34
31,0.14,0.2,0.06,34
32,0.2,0.16,0.14,34
33,0.08,0.06,0.08,34
34,0.08,0.08,0.04,34
35,0.12,0.08,0.08,34
36,0.08,0.12,0.1,34
37,0.06,0.04,0.08,34
38,0.2,0.12,0.2,34
39,0.14,0.1,0.1,34
40,0.12,0.12,0.06,34
41,0.1,0.06,0.06,34
42,0.12,0.1,0.12,34
43,0.06,0.12,0.04,34
44,0.1,0.1,0.06,34
45,0.1,0.06,0.08,34
46,0.1,0.12,0.04,34
47,0.1,0.08,0.1,34
48,0.06,0.02,0.08,34
49,0.14,0.1,0.14,34
50,0.14,0.08,0.16,34
51,0.08,0.12,0.1,34
52,0.08,0.1,0.04,34
53,0.04,0.1,0.1,34
54,0.18,0.14,0.16,34
55,0.06,0.1,0.1,34
56,0.1,0.12,0.06,34
57,0.1,0.1,0.08,34
58,0.12,0.12,0.16,34
59,0.06,0.06,0.02,34
60,0.06,0.08,0.04,34
61,0.04,0.1,0.06,34
62,0.2,0.18,0.14,34
63,0.1,0.08,0.08,34
64,0.06,0.04,0.08,34
65,0.06,0.04,0.06,34
66,0.08,0.1,0.08,34
67,0.08,0.12,0.04,34
68,0.08,0.04,0.04,34
69,0.1,0.08,0.1,34
70,0.1,0.1,0.02,34
71,0.14,0.12,0.14,34
72,0.06,0.06,0.02,34
73,0.16,0.1,0.16,34
74,0.12,0.12,0.14,34
75,0.18,0.16,0.14,34
76,0.1,0.12,0.08,34
77,0.06,0.04,0.08,34
78,0.16,0.14,0.1,34
79,0.1,0.12,0.08,34
80,0.08,0.08,0.1,34
81,0.04,0.12,0.06,34
82,0.1,0.12,0.14,34
83,0.12,0.14,0.16,34
84,0.12,0.06,0.1,34
85,0.18,0.12,0.16,34
86,0.04,0.04,0.04,34
87,0.08,0.16,0.08,34
88,0.08,0.06,0.1,34
89,0.08,0.12,0.06,34
90,0.08,0.16,0.08,34
91,0.06,0.08,0.08,34
92,0.1,0.08,0.1,34
93,0.04,0.02,0.06,34
94,0.1,0.12,0.08,34
95,0.04,0.08,0.04,34
96,0.08,0.12,0.12,34
97,0.04,0.08,0.04,34
98,0.1,0.12,0.06,34
99,0.04,0.12,0.08,34
100,0.04,0.06,0.04,34
1,0.7,0.5,0.56,35
2,0.74,0.54,0.72,35
3,0.7,0.56,0.58,35
4,0.72,0.56,0.7,35
5,0.7,0.52,0.64,35
6,0.62,0.44,0.52,35
7,0.72,0.6,0.62,35
8,0.14,0.06,0.14,35
9,0.06,0.06,0.12,35
10,0.04,0.12,0.04,35
11,0.06,0.06,0.06,35
12,0.02,0.06,0.02,35
13,0.06,0.04,0.1,35
14,0.08,0.06,0.12,35
15,0.08,0.1,0.1,35
16,0.12,0.08,0.14,35
17,0.08,0.06,0.06,35
18,0.08,0.06,0.04,35
19,0.14,0.14,0.14,35
20,0.08,0.1,0.12,35
21,0.1,0.1,0.1,35
22,0.14,0.08,0.1,35
23,0.2,0.16,0.22,35
24,0.08,0.02,0.06,35
25,0.1,0.04,0.12,35
26,0.12,0.1,0.12,35
27,0.12,0.1,0.2,35
28,0.06,0,0.06,35
29,0.12,0.08,0.1,35
30,0.16,0.08,0.14,35
31,0.1,0.1,0.08,35
32,0.08,0.08,0.16,35
33,0.04,0.06,0.1,35
34,0.08,0.1,0.12,35
35,0.1,0.08,0.08,35
36,0.04,0.04,0.08,35
37,0.06,0.04,0.06,35
38,0.06,0.06,0.06,35
39,0.06,0.06,0.12,35
40,0.1,0.12,0.1,35
41,0.08,0.1,0.08,35
42,0.1,0.04,0.2,35
43,0.12,0.06,0.1,35
44,0.04,0.04,0.02,35
45,0.02,0.08,0.1,35
46,0.04,0.08,0.04,35
47,0.08,0.08,0.1,35
48,0.08,0.06,0.06,35
49,0.14,0.08,0.1,35
50,0.16,0.08,0.2,35
51,0.08,0.06,0.08,35
52,0.06,0.08,0.08,35
53,0.04,0.02,0.04,35
54,0.18,0.14,0.2,35
55,0.06,0.04,0.06,35
56,0.04,0.1,0.08,35
57,0.1,0.08,0.12,35
58,0.04,0.04,0.16,35
59,0.04,0.1,0.04,35
60,0.08,0.02,0.1,35
61,0.04,0.02,0.04,35
62,0.1,0.1,0.1,35
63,0.16,0.12,0.14,35
64,0.06,0.06,0.04,35
65,0,0,0.02,35
66,0.16,0.02,0.16,35
67,0.08,0.1,0.18,35
68,0.1,0.08,0.04,35
69,0.12,0.08,0.1,35
70,0.14,0.08,0.1,35
71,0.1,0.14,0.1,35
72,0.04,0.04,0.1,35
73,0.08,0.1,0.14,35
74,0.12,0.12,0.18,35
75,0.18,0.12,0.16,35
76,0.12,0.1,0.14,35
77,0.08,0.1,0.1,35
78,0.04,0.04,0.14,35
79,0.06,0.02,0.08,35
80,0.06,0.08,0.1,35
81,0.08,0.1,0.06,35
82,0.04,0.06,0.04,35
83,0.16,0.14,0.18,35
84,0.1,0.04,0.04,35
85,0.08,0.08,0.14,35
86,0.04,0.04,0.08,35
87,0.12,0.14,0.14,35
88,0.08,0.08,0.14,35
89,0.06,0.1,0.04,35
90,0.1,0.12,0.14,35
91,0.06,0.06,0.06,35
92,0.08,0.06,0.12,35
93,0.02,0.04,0.08,35
94,0.06,0.04,0.1,35
95,0.12,0.08,0.1,35
96,0.16,0.1,0.1,35
97,0.1,0.1,0.1,35
98,0.16,0.06,0.12,35
99,0.08,0.06,0.06,35
100,0.1,0.04,0.1,35
1,0.68,0.48,0.56,36
2,0.74,0.52,0.72,36
3,0.7,0.54,0.58,36
4,0.7,0.54,0.7,36
5,0.7,0.5,0.64,36
6,0.62,0.42,0.56,36
7,0.72,0.6,0.62,36
8,0.18,0.06,0.16,36
9,0.14,0.12,0.14,36
10,0.12,0.08,0.12,36
11,0.06,0.08,0.06,36
12,0.02,0.06,0.02,36
13,0.04,0.02,0.1,36
14,0.08,0.06,0.1,36
15,0.08,0.08,0.1,36
16,0.12,0.06,0.14,36
17,0.08,0.04,0.08,36
18,0.1,0.08,0.06,36
19,0.14,0.14,0.16,36
20,0.08,0.08,0.14,36
21,0.08,0.08,0.12,36
22,0.16,0.08,0.1,36
23,0.2,0.14,0.22,36
24,0.08,0.02,0.06,36
25,0.1,0.04,0.12,36
26,0.12,0.1,0.12,36
27,0.1,0.1,0.2,36
28,0.04,0,0.06,36
29,0.12,0.08,0.1,36
30,0.16,0.1,0.14,36
31,0.08,0.1,0.08,36
32,0.12,0.08,0.18,36
33,0.04,0.08,0.1,36
34,0.08,0.1,0.12,36
35,0.08,0.06,0.1,36
36,0.04,0.06,0.08,36
37,0.08,0.04,0.04,36
38,0.08,0.06,0.06,36
39,0.06,0.06,0.12,36
40,0.12,0.12,0.12,36
41,0.08,0.1,0.1,36
42,0.1,0.04,0.2,36
43,0.1,0.06,0.12,36
44,0.04,0.02,0.02,36
45,0.02,0.08,0.1,36
46,0.04,0.08,0.04,36
47,0.08,0.08,0.1,36
48,0.08,0.04,0.06,36
49,0.14,0.08,0.1,36
50,0.16,0.08,0.2,36
51,0.1,0.06,0.08,36
52,0.08,0.1,0.08,36
53,0.04,0.02,0.04,36
54,0.2,0.14,0.2,36
55,0.08,0.06,0.06,36
56,0.06,0.08,0.08,36
57,0.1,0.08,0.12,36
58,0.04,0.04,0.18,36
59,0.04,0.1,0.04,36
60,0.08,0.04,0.1,36
61,0.04,0.02,0.04,36
62,0.1,0.1,0.1,36
63,0.18,0.14,0.16,36
64,0.06,0.08,0.04,36
65,0,0,0.02,36
66,0.18,0.04,0.16,36
67,0.12,0.1,0.18,36
68,0.14,0.06,0.04,36
69,0.12,0.06,0.1,36
70,0.12,0.06,0.1,36
71,0.1,0.12,0.1,36
72,0.04,0.04,0.1,36
73,0.08,0.12,0.12,36
74,0.12,0.1,0.18,36
75,0.14,0.1,0.16,36
76,0.14,0.1,0.14,36
77,0.08,0.06,0.1,36
78,0.04,0.04,0.14,36
79,0.06,0.02,0.08,36
80,0.06,0.06,0.1,36
81,0.08,0.1,0.06,36
82,0.04,0.04,0.04,36
83,0.16,0.12,0.18,36
84,0.1,0.04,0.04,36
85,0.08,0.08,0.16,36
86,0.04,0.04,0.08,36
87,0.12,0.12,0.14,36
88,0.1,0.1,0.14,36
89,0.06,0.1,0.04,36
90,0.1,0.12,0.14,36
91,0.04,0.06,0.06,36
92,0.1,0.06,0.12,36
93,0.02,0.04,0.08,36
94,0.06,0.06,0.1,36
95,0.12,0.08,0.1,36
96,0.16,0.1,0.12,36
97,0.1,0.12,0.1,36
98,0.16,0.06,0.14,36
99,0.08,0.08,0.06,36
100,0.12,0.04,0.1,36
1,0.86,0.94,0.78,37
2,0.96,0.9,0.9,37
3,0.84,0.78,0.78,37
4,0.96,0.9,0.84,37
5,0.86,0.8,0.76,37
6,0.92,0.88,0.84,37
7,0.96,0.88,0.88,37
8,0.24,0.14,0.16,37
9,0.16,0.18,0.06,37
10,0.18,0.16,0.14,37
11,0.06,0.1,0.04,37
12,0.16,0.14,0.04,37
13,0.12,0.18,0.12,37
14,0.12,0.08,0.14,37
15,0.16,0.24,0.1,37
16,0.22,0.16,0.2,37
17,0.12,0.14,0.08,37
18,0.1,0.14,0.1,37
19,0.22,0.22,0.16,37
20,0.08,0.1,0.08,37
21,0.14,0.16,0.08,37
22,0.14,0.12,0.12,37
23,0.22,0.14,0.22,37
24,0.06,0.14,0.06,37
25,0.08,0.12,0.1,37
26,0.12,0.1,0.16,37
27,0.18,0.14,0.14,37
28,0.08,0.1,0.08,37
29,0.16,0.24,0.16,37
30,0.24,0.18,0.16,37
31,0.2,0.22,0.1,37
32,0.12,0.16,0.16,37
33,0.08,0.14,0.08,37
34,0.08,0.1,0.06,37
35,0.16,0.12,0.12,37
36,0.18,0.24,0.12,37
37,0.16,0.12,0.12,37
38,0.18,0.28,0.22,37
39,0.12,0.18,0.1,37
40,0.14,0.24,0.16,37
41,0.12,0.16,0.18,37
42,0.14,0.14,0.1,37
43,0.18,0.14,0.18,37
44,0.1,0.18,0.08,37
45,0.1,0.08,0.12,37
46,0.1,0.1,0.1,37
47,0.12,0.16,0.16,37
48,0.1,0.08,0.08,37
49,0.16,0.1,0.16,37
50,0.14,0.14,0.18,37
51,0.14,0.2,0.16,37
52,0.1,0.1,0.06,37
53,0.16,0.16,0.2,37
54,0.18,0.16,0.12,37
55,0.14,0.14,0.12,37
56,0.14,0.14,0.12,37
57,0.12,0.14,0.1,37
58,0.22,0.18,0.14,37
59,0.1,0.08,0.04,37
60,0.12,0.1,0.06,37
61,0.1,0.14,0.08,37
62,0.16,0.18,0.18,37
63,0.16,0.18,0.14,37
64,0.1,0.1,0.12,37
65,0.12,0.1,0.1,37
66,0.22,0.12,0.16,37
67,0.18,0.18,0.1,37
68,0.12,0.1,0.12,37
69,0.22,0.12,0.18,37
70,0.26,0.16,0.16,37
71,0.18,0.16,0.16,37
72,0.14,0.26,0.06,37
73,0.2,0.16,0.18,37
74,0.16,0.12,0.14,37
75,0.26,0.16,0.22,37
76,0.12,0.2,0.1,37
77,0.06,0.12,0.08,37
78,0.2,0.18,0.16,37
79,0.18,0.18,0.2,37
80,0.2,0.18,0.14,37
81,0.14,0.14,0.06,37
82,0.18,0.14,0.14,37
83,0.14,0.14,0.16,37
84,0.12,0.12,0.16,37
85,0.2,0.22,0.2,37
86,0.1,0.14,0.12,37
87,0.16,0.2,0.16,37
88,0.12,0.16,0.1,37
89,0.08,0.1,0.08,37
90,0.22,0.18,0.16,37
91,0.16,0.18,0.18,37
92,0.1,0.2,0.12,37
93,0.04,0.1,0.08,37
94,0.12,0.12,0.12,37
95,0.1,0.18,0.1,37
96,0.18,0.2,0.18,37
97,0.12,0.16,0.06,37
98,0.1,0.14,0.16,37
99,0.14,0.14,0.1,37
100,0.12,0.2,0.04,37
1,0.86,0.92,0.8,38
2,0.96,0.9,0.9,38
3,0.84,0.78,0.78,38
4,0.96,0.9,0.84,38
5,0.86,0.8,0.76,38
6,0.92,0.86,0.84,38
7,0.96,0.9,0.88,38
8,0.28,0.16,0.18,38
9,0.18,0.2,0.08,38
10,0.16,0.14,0.16,38
11,0.06,0.1,0.04,38
12,0.16,0.14,0.06,38
13,0.12,0.16,0.12,38
14,0.1,0.06,0.12,38
15,0.16,0.24,0.1,38
16,0.22,0.14,0.2,38
17,0.12,0.16,0.08,38
18,0.1,0.16,0.1,38
19,0.22,0.22,0.16,38
20,0.08,0.1,0.08,38
21,0.14,0.12,0.1,38
22,0.14,0.1,0.12,38
23,0.2,0.12,0.22,38
24,0.08,0.14,0.06,38
25,0.08,0.1,0.1,38
26,0.12,0.08,0.14,38
27,0.16,0.14,0.16,38
28,0.1,0.1,0.08,38
29,0.16,0.24,0.16,38
30,0.26,0.18,0.16,38
31,0.22,0.22,0.1,38
32,0.12,0.16,0.2,38
33,0.08,0.12,0.08,38
34,0.08,0.1,0.08,38
35,0.18,0.12,0.12,38
36,0.2,0.2,0.12,38
37,0.16,0.12,0.12,38
38,0.18,0.26,0.22,38
39,0.12,0.18,0.1,38
40,0.16,0.24,0.16,38
41,0.12,0.16,0.18,38
42,0.14,0.12,0.1,38
43,0.16,0.12,0.18,38
44,0.12,0.18,0.08,38
45,0.14,0.08,0.12,38
46,0.1,0.12,0.1,38
47,0.12,0.16,0.16,38
48,0.1,0.08,0.08,38
49,0.16,0.12,0.16,38
50,0.14,0.14,0.18,38
51,0.14,0.18,0.16,38
52,0.1,0.1,0.06,38
53,0.16,0.16,0.2,38
54,0.18,0.14,0.12,38
55,0.18,0.14,0.12,38
56,0.12,0.14,0.12,38
57,0.14,0.12,0.1,38
58,0.22,0.18,0.14,38
59,0.1,0.08,0.04,38
60,0.12,0.1,0.06,38
61,0.08,0.12,0.08,38
62,0.16,0.18,0.2,38
63,0.16,0.18,0.14,38
64,0.1,0.1,0.12,38
65,0.12,0.1,0.1,38
66,0.24,0.12,0.16,38
67,0.2,0.18,0.1,38
68,0.12,0.1,0.12,38
69,0.24,0.12,0.18,38
70,0.26,0.16,0.18,38
71,0.18,0.12,0.16,38
72,0.14,0.22,0.06,38
73,0.2,0.16,0.2,38
74,0.16,0.12,0.14,38
75,0.26,0.16,0.22,38
76,0.12,0.16,0.1,38
77,0.06,0.12,0.08,38
78,0.2,0.14,0.16,38
79,0.18,0.18,0.2,38
80,0.2,0.18,0.14,38
81,0.14,0.12,0.06,38
82,0.18,0.16,0.14,38
83,0.16,0.16,0.16,38
84,0.14,0.12,0.16,38
85,0.18,0.22,0.2,38
86,0.1,0.12,0.12,38
87,0.16,0.18,0.16,38
88,0.12,0.14,0.1,38
89,0.08,0.1,0.08,38
90,0.24,0.16,0.16,38
91,0.16,0.18,0.18,38
92,0.1,0.18,0.12,38
93,0.04,0.1,0.08,38
94,0.12,0.12,0.12,38
95,0.12,0.16,0.08,38
96,0.16,0.2,0.18,38
97,0.1,0.14,0.06,38
98,0.14,0.14,0.16,38
99,0.16,0.14,0.1,38
100,0.12,0.16,0.06,38
1,0.92,0.72,0.78,39
2,1,0.86,0.88,39
3,0.9,0.84,0.82,39
4,0.9,0.78,0.72,39
5,0.92,0.76,0.8,39
6,0.9,0.72,0.7,39
7,0.92,0.78,0.76,39
8,0.12,0.06,0.14,39
9,0.1,0.16,0.16,39
10,0.1,0.16,0.18,39
11,0.06,0.12,0.08,39
12,0.02,0.12,0.06,39
13,0.08,0.08,0.1,39
14,0.04,0.08,0.06,39
15,0.08,0.14,0.14,39
16,0.12,0.1,0.1,39
17,0.06,0.08,0.1,39
18,0.06,0.1,0.08,39
19,0.12,0.16,0.16,39
20,0.1,0.12,0.16,39
21,0.18,0.1,0.12,39
22,0.12,0.14,0.12,39
23,0.24,0.2,0.2,39
24,0.02,0.04,0.06,39
25,0.1,0.14,0.1,39
26,0.12,0.14,0.1,39
27,0.14,0.22,0.2,39
28,0.06,0.12,0.08,39
29,0.1,0.14,0.14,39
30,0.2,0.18,0.2,39
31,0.1,0.16,0.14,39
32,0.1,0.14,0.1,39
33,0.08,0.04,0.14,39
34,0.1,0.1,0.12,39
35,0.06,0.06,0.1,39
36,0.06,0.12,0.1,39
37,0.04,0.08,0.08,39
38,0.1,0.12,0.08,39
39,0.1,0.14,0.16,39
40,0.08,0.14,0.08,39
41,0.1,0.12,0.08,39
42,0.12,0.16,0.16,39
43,0.12,0.1,0.1,39
44,0.08,0.1,0.12,39
45,0.04,0.1,0.08,39
46,0.1,0.14,0.12,39
47,0.12,0.12,0.14,39
48,0.1,0.08,0.12,39
49,0.06,0.14,0.12,39
50,0.14,0.1,0.16,39
51,0.08,0.16,0.08,39
52,0.06,0.12,0.14,39
53,0.04,0.1,0.1,39
54,0.26,0.2,0.2,39
55,0.14,0.18,0.16,39
56,0.08,0.14,0.06,39
57,0.14,0.12,0.1,39
58,0.12,0.06,0.16,39
59,0.08,0.12,0.1,39
60,0.08,0.08,0.1,39
61,0.06,0.12,0.04,39
62,0.2,0.1,0.16,39
63,0.18,0.18,0.12,39
64,0.06,0.06,0.08,39
65,0.04,0.12,0.06,39
66,0.14,0.18,0.12,39
67,0.22,0.26,0.18,39
68,0.14,0.16,0.1,39
69,0.16,0.22,0.2,39
70,0.18,0.22,0.16,39
71,0.12,0.12,0.12,39
72,0.1,0.14,0.1,39
73,0.1,0.1,0.14,39
74,0.12,0.14,0.14,39
75,0.08,0.1,0.1,39
76,0.08,0.18,0.16,39
77,0.04,0.1,0.08,39
78,0.1,0.18,0.16,39
79,0.12,0.12,0.18,39
80,0.08,0.12,0.08,39
81,0.1,0.1,0.12,39
82,0.06,0.16,0.08,39
83,0.18,0.24,0.18,39
84,0.06,0.1,0.06,39
85,0.1,0.14,0.12,39
86,0.08,0.12,0.1,39
87,0.18,0.24,0.24,39
88,0.1,0.14,0.12,39
89,0.08,0.16,0.1,39
90,0.14,0.24,0.16,39
91,0.12,0.1,0.12,39
92,0.06,0.08,0.16,39
93,0.02,0.1,0.1,39
94,0.1,0.2,0.16,39
95,0.06,0.2,0.1,39
96,0.1,0.22,0.14,39
97,0.18,0.26,0.12,39
98,0.1,0.04,0.06,39
99,0.04,0.1,0.12,39
100,0.1,0.02,0.14,39
1,0.94,0.72,0.76,40
2,0.98,0.86,0.88,40
3,0.9,0.84,0.82,40
4,0.9,0.78,0.74,40
5,0.94,0.76,0.8,40
6,0.88,0.72,0.74,40
7,0.94,0.76,0.76,40
8,0.26,0.12,0.16,40
9,0.26,0.2,0.16,40
10,0.24,0.16,0.2,40
11,0.04,0.12,0.08,40
12,0.02,0.12,0.06,40
13,0.08,0.08,0.1,40
14,0.02,0.08,0.08,40
15,0.08,0.14,0.12,40
16,0.14,0.1,0.1,40
17,0.04,0.1,0.12,40
18,0.08,0.1,0.08,40
19,0.16,0.16,0.16,40
20,0.08,0.1,0.14,40
21,0.18,0.1,0.14,40
22,0.12,0.12,0.12,40
23,0.2,0.2,0.2,40
24,0.02,0.04,0.06,40
25,0.06,0.16,0.1,40
26,0.12,0.12,0.1,40
27,0.14,0.2,0.2,40
28,0.06,0.12,0.08,40
29,0.08,0.14,0.14,40
30,0.2,0.18,0.22,40
31,0.08,0.16,0.12,40
32,0.06,0.12,0.1,40
33,0.06,0.04,0.14,40
34,0.08,0.1,0.12,40
35,0.06,0.06,0.1,40
36,0.06,0.12,0.1,40
37,0.06,0.06,0.08,40
38,0.08,0.1,0.08,40
39,0.1,0.14,0.16,40
40,0.08,0.14,0.06,40
41,0.12,0.12,0.08,40
42,0.12,0.16,0.14,40
43,0.08,0.1,0.12,40
44,0.06,0.1,0.12,40
45,0.04,0.08,0.08,40
46,0.08,0.14,0.12,40
47,0.1,0.1,0.14,40
48,0.1,0.06,0.1,40
49,0.08,0.14,0.1,40
50,0.14,0.1,0.16,40
51,0.1,0.16,0.1,40
52,0.08,0.14,0.14,40
53,0.04,0.12,0.1,40
54,0.24,0.22,0.2,40
55,0.12,0.18,0.16,40
56,0.08,0.14,0.06,40
57,0.1,0.12,0.08,40
58,0.1,0.06,0.16,40
59,0.08,0.12,0.1,40
60,0.08,0.1,0.08,40
61,0.06,0.14,0.06,40
62,0.16,0.1,0.16,40
63,0.2,0.16,0.12,40
64,0.04,0.06,0.08,40
65,0.02,0.12,0.06,40
66,0.14,0.14,0.12,40
67,0.18,0.26,0.22,40
68,0.12,0.16,0.1,40
69,0.2,0.2,0.2,40
70,0.14,0.22,0.16,40
71,0.12,0.12,0.12,40
72,0.1,0.12,0.1,40
73,0.08,0.1,0.12,40
74,0.1,0.14,0.14,40
75,0.1,0.1,0.1,40
76,0.1,0.18,0.14,40
77,0.04,0.08,0.06,40
78,0.1,0.18,0.14,40
79,0.12,0.14,0.16,40
80,0.08,0.14,0.08,40
81,0.1,0.1,0.12,40
82,0.06,0.16,0.08,40
83,0.18,0.26,0.2,40
84,0.06,0.1,0.06,40
85,0.1,0.14,0.14,40
86,0.08,0.12,0.12,40
87,0.18,0.26,0.24,40
88,0.08,0.12,0.12,40
89,0.1,0.16,0.1,40
90,0.14,0.22,0.14,40
91,0.12,0.1,0.12,40
92,0.08,0.08,0.16,40
93,0.02,0.1,0.1,40
94,0.1,0.2,0.16,40
95,0.06,0.18,0.1,40
96,0.1,0.22,0.16,40
97,0.16,0.28,0.12,40
98,0.1,0.04,0.06,40
99,0.04,0.1,0.12,40
100,0.14,0.02,0.14,40
