"var_idx","mp_freq","cd_freq","cl_freq"
1,0.98,1,0.86
2,0.96,0.96,0.88
3,0.92,0.96,0.78
4,0.98,1,0.9
5,0.98,0.98,0.92
6,1,1,0.86
7,0.96,0.96,0.8
8,0.5,0.54,0.34
9,0.42,0.5,0.28
10,0.34,0.4,0.24
11,0.32,0.4,0.26
12,0.34,0.44,0.32
13,0.4,0.46,0.5
14,0.38,0.46,0.38
15,0.52,0.54,0.42
16,0.5,0.52,0.38
17,0.54,0.62,0.46
18,0.46,0.54,0.36
19,0.42,0.54,0.28
20,0.38,0.4,0.28
