"var_idx","mp_freq","cd_freq","cl_freq"
1,0.78,0.76,0.8
2,0.8,0.78,0.8
3,0.88,0.86,0.82
4,0.78,0.78,0.9
5,0.84,0.72,0.82
6,0.78,0.76,0.88
7,0.88,0.8,0.86
8,0.38,0.34,0.36
9,0.42,0.36,0.3
10,0.38,0.32,0.46
11,0.22,0.28,0.26
12,0.2,0.32,0.3
13,0.32,0.3,0.36
14,0.32,0.38,0.4
15,0.28,0.38,0.38
16,0.18,0.28,0.32
17,0.24,0.32,0.32
18,0.12,0.2,0.22
19,0.28,0.42,0.28
20,0.3,0.38,0.34
