"var_idx","mp_freq","cd_freq","cl_freq"
1,1,0.98,1
2,1,0.98,1
3,0.98,0.96,0.98
4,0.98,0.98,0.94
5,0.98,0.92,0.96
6,0.98,0.98,1
7,1,1,0.94
8,0.44,0.46,0.56
9,0.52,0.5,0.62
10,0.42,0.42,0.4
11,0.38,0.4,0.38
12,0.38,0.4,0.44
13,0.42,0.56,0.42
14,0.38,0.48,0.4
15,0.44,0.44,0.44
16,0.5,0.48,0.52
17,0.46,0.52,0.56
18,0.38,0.44,0.42
19,0.32,0.36,0.44
20,0.34,0.34,0.36
