"var_idx","mp_freq","cd_freq","cl_freq"
1,0.8,0.76,0.78
2,0.84,0.78,0.8
3,0.88,0.86,0.78
4,0.84,0.8,0.86
5,0.8,0.68,0.8
6,0.82,0.78,0.84
7,0.9,0.86,0.84
8,0.28,0.36,0.36
9,0.26,0.32,0.28
10,0.36,0.32,0.44
11,0.18,0.24,0.28
12,0.24,0.3,0.3
13,0.34,0.34,0.36
14,0.32,0.32,0.38
15,0.28,0.42,0.38
16,0.18,0.32,0.34
17,0.22,0.32,0.32
18,0.1,0.16,0.2
19,0.32,0.4,0.28
20,0.28,0.32,0.34
