"var_idx","mp_freq","cd_freq","cl_freq"
1,0.88,0.88,0.74
2,0.92,0.88,0.7
3,0.84,0.84,0.66
4,0.9,0.88,0.72
5,0.86,0.86,0.68
6,0.88,0.86,0.72
7,0.84,0.84,0.7
8,0.32,0.3,0.28
9,0.3,0.36,0.26
10,0.38,0.42,0.32
11,0.28,0.38,0.3
12,0.32,0.32,0.28
13,0.36,0.42,0.32
14,0.4,0.36,0.34
15,0.42,0.34,0.4
16,0.38,0.4,0.34
17,0.42,0.44,0.42
18,0.34,0.32,0.34
19,0.24,0.34,0.26
20,0.34,0.26,0.22
